graph_index,label,class_distance_ratio
120,0,0.6015510681884694
121,0,0.0
122,0,0.30042432771855304
123,0,1.0
124,0,1.0
125,0,1.0
126,0,inf
127,0,0.2012884978001257
128,0,1.15624064651302
129,0,1.0
130,0,1.0
131,0,1.6396825396825396
132,0,1.0
133,0,1.0
134,0,0.7049661399548532
135,0,1.0
136,0,0.0
137,0,1.0
138,0,0.516636690647482
139,0,0.0
140,0,1.6511318242343542
141,0,1.0
142,0,0.4531358481832909
143,0,0.7155105222135619
144,0,1.0
145,0,0.0
146,0,0.9178732494659387
147,0,0.8262436914203316
148,0,0.8015023566378633
149,0,0.5523255813953488
150,0,1.5846994535519126
151,0,0.5116279069767442
152,0,0.6353485838779956
153,0,1.658526042792306
154,0,1.0
155,0,1.0
156,0,1.0
157,0,0.952433628318584
158,0,1.0
159,0,1.0
160,0,0.5001678838243935
161,0,1.0
162,0,0.8824786324786325
163,0,inf
164,0,0.4501916906279952
165,0,1.0
166,0,0.0
167,0,0.0
168,0,0.7035430224150397
169,0,0.0
170,0,0.12105966823471156
171,0,0.6626964433416046
172,0,inf
173,0,1.0
174,0,1.4868913857677903
175,0,0.5513293943870015
176,0,1.0
177,0,0.0
178,0,0.0
179,0,1.0
180,0,1.0
181,0,0.12950504565112927
182,0,0.0
183,0,0.6174123520290458
184,0,1.0
185,0,0.0
186,0,0.0
187,0,0.0
188,0,1.0
189,0,0.6322266078476898
190,0,1.0
191,0,0.9266187050359712
192,0,1.0
193,0,0.274249305524935
194,0,0.9569773855488142
195,0,0.47
196,0,1.0
197,0,1.0
198,0,1.0
199,0,0.8697429906542056
200,0,0.0
201,0,1.0
202,0,1.02448006932409
203,0,1.0
204,0,0.4430553438024089
205,0,1.0
206,0,0.0
207,0,0.9637837837837838
208,0,0.6603575184016824
209,0,1.0
210,0,1.0
211,0,0.8111067094032485
212,0,1.0
213,0,3.8576923076923078
214,0,0.357843761947241
215,0,1.0
216,0,1.3992079207920791
217,0,1.0
218,0,1.0
219,0,0.6672821890213194
220,0,1.0060975609756098
221,0,0.9129554655870445
222,0,0.4268867924528302
223,0,1.2300683371298406
224,0,0.675256472887152
225,0,1.489145183175034
226,0,1.7059238363892806
227,0,0.7231152993348116
228,0,1.0351332232963923
229,0,1.1730569948186529
230,0,inf
231,0,0.0
232,0,inf
233,0,0.86198738170347
234,0,0.0
235,0,2.609492988133765
236,0,1.3767572633552014
237,0,0.0
238,0,1.0
239,0,0.0
240,0,0.0
241,0,1.0
242,0,0.5234375
243,0,1.0
244,0,1.0
245,0,0.9001184366363996
246,0,1.0131004366812226
247,0,1.0
248,0,0.8110771321780497
249,0,1.0
250,0,1.6054054054054054
251,0,3.393805309734513
252,0,1.4245939675174013
253,0,1.0
254,0,0.0
255,0,0.8080554158985531
256,0,0.0
257,0,inf
258,0,0.0
259,0,1.0
260,0,1.0912584053794427
261,0,1.0
262,0,0.0
263,0,1.0
264,0,1.0
265,0,1.1198770491803278
266,0,1.0
267,0,0.0
268,0,0.520485236896315
269,0,0.0
270,0,1.0
271,0,0.0
272,0,0.8837754162831563
273,0,0.19402934326176025
274,0,inf
275,0,0.6280324300451118
276,0,0.5398187887458273
277,0,0.5097573839662447
278,0,0.0
279,0,1.0
280,0,1.0
281,0,0.7054380664652568
282,0,0.0
283,0,1.0
284,0,0.7806792694649151
285,0,2.702247191011236
286,0,0.8471074380165289
287,0,0.5272430076280421
288,0,1.0
289,0,0.3083862576619208
290,0,1.0
291,0,0.4835037794575367
292,0,0.0
293,0,1.3069365882703186
294,0,1.2692619626926196
295,0,1.0
296,0,1.3047247507585609
297,0,1.0
298,0,0.0
299,0,0.6465910419833938
300,0,1.0236220472440944
301,0,1.0
302,0,1.0
303,0,0.3010752688172043
304,0,1.1282420749279538
305,0,1.0
306,0,0.0
307,0,1.0
308,0,0.907035755478662
309,0,1.361256544502618
310,0,1.0
311,0,0.0
312,0,1.0
313,0,1.0
314,0,0.9134954298345181
315,0,0.36812573775528357
316,0,0.8195825745902787
317,0,0.0
318,0,0.0
319,0,1.0
320,0,0.0
321,0,0.0
322,0,1.0
323,0,2.1487603305785123
324,0,0.4162
325,0,1.0
326,0,0.7068145800316957
327,0,inf
328,0,1.0
329,0,0.0
330,0,1.441747572815534
331,0,1.0
332,0,0.0
333,0,1.0
334,0,1.0
335,0,1.0
336,0,0.7871342416796963
337,0,1.0
338,0,1.0
339,0,1.0
340,0,1.0
341,0,0.6944033790918691
342,0,1.6488011283497885
343,0,0.24219590958019377
344,0,0.0
345,0,0.8020578147966683
346,0,1.0
347,0,0.0
348,0,0.0
349,0,2.43952802359882
350,0,0.6233922829581994
351,0,0.0
352,0,0.43239913887762854
353,0,0.0
354,0,1.4028436018957346
355,0,0.0
356,0,1.0
357,0,0.8063859758960714
358,0,1.089995631280035
359,0,0.0
360,0,1.0
361,0,0.23834745762711865
362,0,0.0
363,0,1.0
364,0,0.0
365,0,0.4307692307692308
366,0,0.0
367,0,0.5701718907987866
368,0,0.5642757798529704
369,0,0.9127623369256949
370,0,0.737410071942446
371,0,1.0
372,0,0.4657577679137603
373,0,0.0
374,0,0.5311135371179039
375,0,0.0
376,0,1.0
377,0,1.0
378,0,1.0
379,0,0.7725267950298776
380,0,0.0
381,0,0.6719963102467522
382,0,1.0
383,0,1.0
384,0,1.0
385,0,0.952054794520548
386,0,0.0
387,0,0.0
388,0,1.0
389,0,1.0
390,0,0.4864818322713966
391,0,0.0
392,0,2.0209825997952917
393,0,0.0
394,0,1.0
395,0,1.0
396,0,1.0
397,0,0.0
398,0,3.9336917562724016
399,0,inf
400,0,1.2624514305898975
401,0,0.59564996745474
402,0,1.0
403,0,0.6086541900107283
404,0,0.0
405,0,1.0
406,0,1.0
407,0,1.0
408,0,1.0
409,0,1.1845878136200716
410,0,inf
411,0,0.6160857908847185
412,0,0.0
413,0,1.0
414,0,1.0
415,0,0.7074969770253929
416,0,0.0
417,0,1.0
418,0,0.7792207792207793
419,0,0.4105105105105105
420,0,1.0
421,0,1.0
422,0,0.0
423,0,1.0
424,0,0.0
425,0,1.0
426,0,0.0
427,0,0.40699935191186
428,0,3.064
429,0,0.0
430,0,1.0
431,0,1.0
432,0,0.8708853575482406
433,0,0.4716417802506159
434,0,1.0
435,0,1.0685640362225097
436,0,1.2621633362293658
437,0,0.18746405980448533
438,0,1.0
439,0,0.8745454545454545
440,0,0.0
441,0,0.0
442,0,1.0
443,0,1.2230448866265617
444,0,inf
445,0,0.6225845881771606
446,0,0.7260514752040176
447,0,0.6569876749529977
448,0,1.0
449,0,0.9536321483771252
450,0,1.0
451,0,1.4791666666666667
452,0,0.643527008542545
453,0,1.0
454,0,0.6770126091173618
455,0,1.0
456,0,0.3327026594894207
457,0,0.2721454410537056
458,0,0.9683687302304564
459,0,1.2798749162385525
460,0,1.2337662337662338
461,0,1.0854415274463007
462,0,0.25979516228764266
463,0,1.0
464,0,0.40367495259180375
465,0,1.0
466,0,0.0
467,0,1.0
468,0,0.0
469,0,1.0
470,0,0.4910091743119266
471,0,0.0
472,0,1.0
473,0,0.0
474,0,0.4268717948717949
475,0,inf
476,0,0.5265700483091788
477,0,inf
478,0,0.8360681854389039
479,0,0.6833234772324068
480,0,0.14908132819179565
481,0,0.645690228229559
482,0,0.9741666666666666
483,0,1.0105263157894737
484,0,0.0
485,0,inf
486,0,0.7898154477101845
487,0,0.21873417721518987
488,0,0.16756049705689993
489,0,1.0
490,0,0.0
491,0,0.6813678105364911
492,0,inf
493,0,1.0
494,0,1.0
495,0,1.0
496,0,0.5645279336423518
497,0,0.13005400671434827
498,0,0.9452054794520548
499,0,0.0
500,1,1.0
501,1,0.0
502,1,0.0
503,1,1.0
504,1,0.0
505,1,1.610032362459547
506,1,0.0
507,1,2.1487455197132617
508,1,0.0
509,1,1.0
510,1,0.0
511,1,0.0
512,1,0.0
513,1,0.7869098712446352
514,1,0.7803163444639719
515,1,0.08352460428050289
516,1,1.0
517,1,1.0
518,1,0.15865384615384615
519,1,0.9226280527339529
520,1,0.0
521,1,0.0
522,1,1.0
523,1,0.7445983379501385
524,1,4.575
525,1,0.0
526,1,1.0
527,1,0.0
528,1,0.0
529,1,0.976530612244898
530,1,1.0
531,1,0.3393739703459638
532,1,1.0
533,1,1.0
534,1,1.0
535,1,0.0
536,1,0.0
537,1,0.0
538,1,1.0
539,1,0.8257686676427526
540,1,1.680293501048218
541,1,0.0
542,1,1.0876623376623376
543,1,0.3924866834875245
544,1,0.0
545,1,1.0
546,1,1.0
547,1,0.0
548,1,1.0
549,1,1.0
550,1,0.0
551,1,0.0
552,1,0.0
553,1,1.0
554,1,0.8789093825180433
555,1,inf
556,1,1.2183031458531934
557,1,0.0
558,1,0.8744257274119449
559,1,0.0
560,1,0.9780927835051546
561,1,0.9318971507991661
562,1,0.008177846717708144
563,1,1.0
564,1,1.3249211356466877
565,1,3.7188723570869224
566,1,1.0
567,1,0.0
568,1,1.0
569,1,0.9408759124087591
570,1,0.8313872022419431
571,1,1.0
572,1,1.0
573,1,0.5626911314984709
574,1,1.0
575,1,inf
576,1,inf
577,1,1.0
578,1,0.9232954545454546
579,1,1.0
580,1,1.0
581,1,1.0
582,1,0.7199434229137199
583,1,0.029527837806222024
584,1,0.0
585,1,0.0
586,1,inf
587,1,0.5501263689974726
588,1,1.0
589,1,0.0
590,1,1.523539668700959
591,1,1.2533222591362125
592,1,1.0
593,1,0.0
594,1,0.03138896332301055
595,1,inf
596,1,1.0
597,1,0.4146393061138143
598,1,1.0
599,1,2.7518248175182483
600,1,1.0
601,1,1.0
602,1,0.0069380929629376835
603,1,0.0
604,1,1.0
605,1,1.0
606,1,1.0
607,1,0.0
608,1,0.0
609,1,1.0
610,1,inf
611,1,1.0
612,1,1.155322862129145
613,1,0.6030405405405406
614,1,0.4309597523219814
615,1,0.5730368702504925
616,1,1.0
617,1,0.0
618,1,0.0
619,1,1.0977443609022557
620,1,0.3967935871743487
621,1,0.0
622,1,0.9166977960403436
623,1,0.0
624,1,0.17938144329896907
625,1,1.0272588791790267
626,1,0.0
627,1,1.0
628,1,0.0
629,1,1.0
630,1,0.0
631,1,0.0
632,1,0.0
633,1,1.0
634,1,1.0
635,1,0.0
636,1,1.27890739833415
637,1,0.0
638,1,0.0
639,1,0.0
640,1,0.0
641,1,0.4050632911392405
642,1,0.008043918202144501
643,1,0.0
644,1,1.2405609492988134
645,1,1.0
646,1,1.0092291693747564
647,1,0.9831181727904668
648,1,0.0
649,1,0.0
650,1,0.0
651,1,0.0
652,1,0.0
653,1,0.0
654,1,1.0
655,1,1.0
656,1,0.0
657,1,1.0
658,1,inf
659,1,1.0281456953642385
660,1,1.0
661,1,1.0
662,1,1.0
663,1,0.0
664,1,0.9313599313599313
665,1,1.0
666,1,inf
667,1,1.0884933567310102
668,1,0.8490566037735849
669,1,1.0045062443671946
670,1,1.0
671,1,0.9635341074020319
672,1,0.8247058823529412
673,1,0.0
674,1,1.0
675,1,1.0842629954901495
676,1,0.9197080291970803
677,1,0.0
678,1,0.8787589498806683
679,1,1.0
680,1,0.0
681,1,1.0
682,1,0.956989247311828
683,1,inf
684,1,0.0
685,1,2.5
686,1,1.0
687,1,1.0
688,1,0.0
689,1,0.7398141529664046
690,1,0.9306818181818182
691,1,0.0
692,1,0.0
693,1,1.0
694,1,1.0
695,1,0.0
696,1,2.0515821413090594
697,1,1.0
698,1,0.34554973821989526
699,1,0.8552723463687151
700,1,0.0
701,1,0.0
702,1,0.5785123966942148
703,1,0.4163502345320527
704,1,0.0
705,1,0.0
706,1,0.328804347826087
707,1,1.0
708,1,0.011131238131369455
709,1,1.0
710,1,1.0
711,1,0.0
712,1,0.9386169386169386
713,1,0.0
714,1,0.011206456933837834
715,1,1.0
716,1,0.537864077669903
717,1,0.0
718,1,1.1412671232876712
719,1,0.20546448087431693
720,1,3.0383333333333336
721,1,1.0
722,1,0.0
723,1,1.0
724,1,0.6980999296270233
725,1,0.245136186770428
726,1,0.0
727,1,1.0
728,1,0.006908081401868206
729,1,1.0
730,1,1.0
731,1,1.0
732,1,0.0
733,1,0.0
734,1,1.277150916784203
735,1,0.0
736,1,0.10207939508506617
737,1,0.0
738,1,0.7769736842105263
739,1,inf
740,1,0.7137681159420289
741,1,1.0
742,1,0.0
743,1,0.0
744,1,1.1307692307692307
745,1,0.008014048466396077
746,1,1.0
747,1,0.0
748,1,0.9035350509286998
749,1,0.04765993738025141
750,1,1.0
751,1,1.0
752,1,1.0
753,1,1.2084353904056395
754,1,0.8691588785046729
755,1,0.0
756,1,1.0
757,1,0.9831081081081081
758,1,0.3396825396825397
759,1,1.0
760,1,0.0
761,1,1.1738612682345937
762,1,0.0
763,1,0.0
764,1,0.5
765,1,1.0
766,1,1.0
767,1,0.0
768,1,0.0
769,1,1.0
770,1,8.359223300970873
771,1,0.0
772,1,1.177927927927928
773,1,inf
774,1,0.7981651376146789
775,1,0.6185011061946902
776,1,1.0
777,1,0.0
778,1,1.0
779,1,0.008462032467554769
780,1,0.0
781,1,0.0
782,1,1.4006259780907668
783,1,1.0865880619012527
784,1,1.0
785,1,0.0
786,1,1.0
787,1,1.166214382632293
788,1,0.0
789,1,inf
790,1,0.11168562564632885
791,1,0.7090479006505027
792,1,0.0
793,1,0.0
794,1,1.0
795,1,1.0
796,1,1.0
797,1,0.0
798,1,1.0
799,1,0.0
800,1,inf
801,1,0.0
802,1,1.0
803,1,0.0
804,1,1.039301310043668
805,1,1.0
806,1,1.0
807,1,1.0
808,1,0.0
809,1,0.0
810,1,0.0
811,1,1.0
812,1,1.1537837837837839
813,1,1.0
814,1,1.0
815,1,1.0
816,1,0.0
817,1,1.159041394335512
818,1,0.0
819,1,0.0
820,1,0.8641256910096013
821,1,1.0
822,1,1.0
823,1,0.00796394104471421
824,1,0.0
825,1,1.0
826,1,1.0
827,1,1.0
828,1,0.0
829,1,0.0
830,1,1.4590673575129534
831,1,0.9253091092606611
832,1,0.7803163444639719
833,1,0.0
834,1,0.0
835,1,0.0
836,1,0.0
837,1,0.0
838,1,1.9027027027027028
839,1,1.0
840,1,1.0
841,1,1.0
842,1,0.5536349771225216
843,1,1.1130464480874316
844,1,1.0
845,1,1.0
846,1,0.0
847,1,0.6702127659574468
848,1,0.9423950056753689
849,1,0.8364197530864198
850,1,0.0
851,1,0.9062233589087809
852,1,0.0
853,1,0.0
854,1,0.6455981941309256
855,1,1.0
856,1,0.0
857,1,0.6813380281690141
858,1,1.0
859,1,1.0
860,1,1.0
861,1,0.0
862,1,1.6953703703703704
863,1,0.8145483613109512
864,1,1.0
865,1,1.5310478654592496
866,1,1.0
867,1,0.0
868,1,1.0
869,1,1.0214285714285714
870,1,0.014634821737625476
871,1,0.5348837209302325
872,1,1.4660452729693743
873,1,1.1615720524017468
874,1,1.0
875,1,0.0
876,1,1.0
877,1,0.2585969738651995
878,1,0.0
879,1,0.9935897435897436
880,1,0.0
881,1,1.0
882,1,1.0
883,1,0.0
884,1,0.7752581494229601
885,1,0.8139217947373939
886,1,0.0
887,1,0.0
888,1,0.6736537766534153
889,1,1.0
890,1,1.0
891,1,0.5369666244190959
892,1,0.6806550665301945
893,1,0.6547314578005116
894,1,1.0
895,1,0.8989547038327527
896,1,0.0
897,1,0.6276174306734579
898,1,0.01279745919058406
899,1,0.0
900,1,1.0222098833981121
901,1,1.0
902,1,0.0
903,1,0.0
904,1,1.0
905,1,0.5010526315789474
906,1,0.0
907,1,1.0
908,1,1.0
909,1,0.610919540229885
910,1,0.45778876722006356
911,1,0.7696463654223968
912,1,0.7142857142857143
913,1,1.0
914,1,1.0
915,1,0.0
916,1,1.0
917,1,0.9674418604651163
918,1,1.1435805778969317
919,1,1.0
920,1,2.598684210526316
921,1,0.0
922,1,1.0
923,1,0.7209737827715356
924,1,1.0
925,1,1.0
926,1,0.8340807174887892
927,1,1.0
928,1,0.0
929,1,1.1988165680473373
930,1,0.0
931,1,0.660245183887916
932,1,0.27631578947368424
933,1,0.7123983739837398
934,1,1.0
935,1,1.0
936,1,1.0
937,1,0.0
938,1,0.7790927021696252
939,1,1.0
940,1,1.0
941,1,1.0
942,1,0.0
943,1,0.9230769230769231
944,1,0.8110014104372355
945,1,inf
946,1,1.0606303418803418
947,1,1.0
948,1,inf
949,1,0.4252259654889072
950,1,1.0
951,1,1.0
952,1,0.010199175683061232
953,1,1.0
954,1,inf
955,1,1.0
956,1,0.0
957,1,0.0
958,1,0.0
959,1,1.0
960,1,1.0
961,1,0.0
962,1,0.0
963,1,0.0
964,1,1.0
965,1,1.0
966,1,1.0
967,1,1.0
968,1,1.0
969,1,1.2878228782287824
970,1,0.6288056206088993
971,1,1.0
972,1,1.0
973,1,1.0
974,1,1.0
975,1,1.0
976,1,0.008424882123453244
977,1,0.0
978,1,0.9834183673469388
979,1,0.00790101780472415
980,1,1.0
981,1,1.0
982,1,1.0
983,1,1.0829371368198626
984,1,0.48615384615384616
985,1,0.0
986,1,0.8111524163568773
987,1,0.1767857142857143
988,1,0.0
989,1,0.0
990,1,0.0
991,1,0.0
992,1,1.0
993,1,0.0
994,1,0.0
995,1,0.0
996,1,1.0
997,1,0.0
998,1,0.5961538461538461
999,1,0.6884108258154059
